,True Captions,RNN With Dropout Layers,RNN Without Dropout,LogisticDecoder
539676201_c8f1f04952.jpg,"['a man in a helmet treads water', 'a man wearing a helmet floating in the water', 'a man wearing a white helmet is in the water', 'mountain climber safely lands in the water', 'the spelunker finds water during his trek']",a family can hiking in a small home wearing rows a velvet type,a blonde haired girl in a white hooded dress that is punching his shirt in a park,a group are is and water slope to water
541063419_a5f3672d59.jpg,"['a male hiker sits perched on a high rock in the mountains', 'a man is sitting on a rock high up in the mountains', 'a man is sitting on top of a snow covered mountaintop', 'a man sits on a rock near mountains', 'a man wearing sunglasses is sitting on top of some jagged rocks with mountains in the background']",a climber wearing a red jacket is hiking down the snow covered ground,a cyclist riding a bike,woman man in four
543363241_74d8246fab.jpg,"['a bearded man wears a red bandanna and a leather jacket over a teeshirt with an american flag on it', 'a man dressed in black leather with a red bandanna is smiling at the camera', 'a man wearing a leather jacket', 'a man wearing a red headband and a leather outfit standing outside', 'a man with a beard red headband and leather vest smiles']",a single american american and is wearing sunglasses and shorts,a flock of performance one kid is opening on the water covered others hand,a in wearing a and into motorcycles in is dirt an bench a walking outside
549520317_af3d5c32eb.jpg,"['a child in a red jacket sitting atop a slide', 'a toddler in tan pants and a red hoddie on a slide', 'small child in red jacket and khaki pants at the top of a slide with a fence behind', 'the little boy has a red coat on as he plays outside', 'the little boy in the red coat and tan pants is at the top of the slide holding on to the handles of the slide']",a male jumps over a rock,a team of children in a red patterned pink winter and third looks nearby,an in wearing sits all on in a shirt step the a a watch is
559102835_472ff702b5.jpg,"['two boys and a ball', 'two boys are playing with a soccer ball on a sports field', 'two boys run after a soccer ball on a field', 'two children play soccer on green grass', 'two little boys playing soccer on a field']",a runner jumps over a crowd,a rugby player and a white is competing to football,a young kicks is soccer on into in white field a a ball the in
566794440_f9ec673a2f.jpg,"['girls with baseball gloves walking across a baseball field', 'a woman in camouflage and her hair up in a ponytail walks on the field with a black softball glove on one hand', 'a woman playing baseball walks back to her base while her feamle teammate follows', 'a woman with a glove on a baseball field with another woman', 'the girls return to the field during their softball game']",a professional team smiling is near a college tail at a university of equipment,a closeup of a girl in a circle watching water,two baseball prepares is a red the in rugby playing a man baseman
583174725_6b522b621f.jpg,"['a girl is in a parking lot jumping rope', 'a little girl is jumping rope in a parking lot', 'a little girl jumps rope through a parking lot', 'a young girl jumps rope in a parking lot in the mid-day sun', 'girl jumping rope in parking lot']",a male jumps over a rock,a blonde haired girl in a white hooded dress that is punching his shirt in a park,a girl in skipping at to white lot
58363930_0544844edd.jpg,"['a hiker treks up the snowy mountain', 'a man climbing a snowy mountain', 'a man skiing in the mountains', 'a mountaineer is ascending a snow covered trail whilst attached to a rope', 'a person in a blue hat climbing up a snow covered mountain']",a climber wearing a red jacket is hiking down the snow near some large snow,a skier flying through the air,a hiker ride red
58368365_03ed3e5bdf.jpg,"['a man is standing on top of a mountain gazing at the sunset', 'a man is standing on top of a rock or mountain watching the sunset', ""a man's sillouhette at sunset"", 'a man standing in the mountains watching a sunset', 'a man stands on a hill at dusk']",a lone snowboarder rides a mountain in field,a hiker rides on a rock,woman man in a harness
590445887_4d4fa43923.jpg,"['a woman in a green wig hula-hoops in front of a crowd', 'a woman with green hair hula-hoops in a flowered orange top', 'a woman with green hair hula hoops before a crowd', 'a woman with green hair is hula hooping', 'the girl with green hair and a green glove is swinging a hula hoop']",a male jumps over a rock,a toddler runs through a green field of colorful balls,two girl girls at colorful uniform the water climbing a shirt her off of
619169586_0a13ee7c21.jpg,"['a woman in a brown jacket is standing on a rock with a forested background', 'a woman posing near a cliff', 'a woman standing in front of trees and smiling', 'a woman stands on a mountain overlooking a rolling field of trees underneath a blue sky', 'the person poses for a picture on a cliff overlooking a valley']",a motocross biker climbing a rock,a naked child jumps on a bike next to a man lays on a snowy grassy area in the street,five man in in a the overlooking hat is
693785581_68bec8312a.jpg,"['a boy does a flip while another boy stands on the matt', 'a boy standing on a red mat with a person upside down in the background', 'a child does a flip behind a small boy', 'a young boy is standing near another doing a back flip', 'two kids playing on mats']",a bicyclist rides down a dirt hill with many steps,a blonde haired girl in a white hooded dress that is punching his shirt in a park,the group of a a the a jeans red gym a a around trampoline
694496803_f2a05869cf.jpg,"['a man balances a ball on a japanese umbrella', 'a man balances a ball on top of an umbrella', 'a man balances a ball with a pink umbrella while people watch', 'a man holding up a bright pink umbrella on a city street', 'a man is balancing a red ball on top of a pink umbrella in a city street']",a fruit dressed woman in a white leather dress sits in their autumn man,a bride talks on a large large stage wearing pink is examining play,an people dancer at a a in of city
701816897_221bbe761a.jpg,"['a woman watching two kids playing at a pool', 'a young girl jumping into a pool while another stands on the side with an innertube', 'a young girl jumps feet first into a swimming pool while another little girl and woman watch', ""two little girls play at their family's backyard swimming pool while a woman looks on"", 'two little girls play by a hotel pool']",a cowboy dressed in white is at the top of a slip slide,a laughing little girl in a black tube trunks plays in shallow water,an girl of teenagers at yellow girl and the two in a blue
708860480_1a956ae0f7.jpg,"['a boy in a swimming pool', 'a boy is being splashed in a swimming pool', 'a boy is standing in a pool getting splashed with water', 'a little boy in a swimming pool', 'a young boy with a necklace on in the water']",a flock of dirty through with a puffy painted door,a blonde haired girl in a white hooded dress that is punching his shirt in a park,a in in is in the water in standing beach walking her edge of up
